reivewId,content,image,star
0,"생선도 싱싱하고 숯불이 좋아
맛이 좋네요.
메인 생선요리가 따로 나왔는데…",https://lh5.googleusercontent.com/p/AF1QipOug3kVoOnKGfz09X9-1_iyhfgnBmxJ4qFAYbuR=w375-h281-p-k-no,4
0,"검색해서 간 곳이예요
생선을 숯불에 구우니
이렇게 맛이있구나 3인분을 3명이…",https://lh5.googleusercontent.com/p/AF1QipPObL6Khk_T9TpIP85XCyF34yu0FhgPKwB9gN98=w375-h281-p-k-no,5
0,"냉동생선이 아니고 생물 생선을 숯불에 구어 고기가 아주 부드럽고 숯불 향이 제대로입니다.
반찬중에는
깔끔한 맛의 순무김치와 청어알 젓이 아주 맛있네요
강추합니다.",https://lh5.googleusercontent.com/p/AF1QipPObL6Khk_T9TpIP85XCyF34yu0FhgPKwB9gN98=w375-h281-p-k-no,5
0,"깔끔함은 바라지않고 맛만보고 간다면 나쁘지않음.
초벌구이한 생선이 나오면  숯불에 좀 더 익혀서 먹을수있음.
생선 정식에 2천원을 추가하면 솥밥으로 먹을수있음. 따끈한 밥에 누룽지까지...솥밥 추천…",https://lh5.googleusercontent.com/p/AF1QipM-3NrBMrJRHK9dTph4bkjhqbZL565knAzybQ1J=w375-h281-p-k-no,4
0,"모듬생선구이₩16.000~계절따라 그때그때 나오는 많이 나오는 생선으로 주시는것같아요
오징어.뽈락.가자미.전어등7가지 나오네요
숯불에 구워먹는 방식…",https://lh5.googleusercontent.com/p/AF1QipON55YMorxXxsJvrx-CVNQOjASbmZHVD1_qx3YT=w375-h281-p-k-no,4
1,"오션 뷰가 잘 보이는 넓은 매장에서 살이 꽉 찬 랍스터와 타이거새우, 조개구이 한판과 인삼 막걸리로 몸보신 잘 하고 왔습니다 ♪ 사장님도 엄청 친절하시고 음식들도 담백하니 맛나게 잘 먹었어요!!
다음 번에 전복장어구이를 맛보러 또 방문하고 싶어요^^",https://lh5.googleusercontent.com/p/AF1QipO07NvJoHrxWYk_vUQaVjcPTlzaNYhe4Or_G0NY=w375-h281-p-k-no,5
1,"치즈랑 전체적인 메뉴가 너무 잘어울렸어요 서비스도 주시고, 랍스터가 싱싱하고 맛있었어요!! 바다뷰 보면서 랍스타 먹으니 여행온 느낌 너무 잘 나더라구요~ 사장님도 너무 친절하세요~~",https://lh5.googleusercontent.com/p/AF1QipOv6fITlCsg3KwUJxyrhAT-_vaXtbod5S2Mx4B3=w375-h563-p-k-no,5
1,구성은 좋은데 가격대비 양이 적어요. 랍스터가 비싸서 그런지 소자 13만원 둘이 먹기 양이 그리 많지 않아요 ㅠㅠ 맛은 근데 있습니다 뷰도 좋구요^^,https://lh5.googleusercontent.com/p/AF1QipMkRGcXpF7DtDnShWo8OVHYX89Ul_l2VzOn-dN9=w375-h281-p-k-no,3
1,창가자리에 앉았다면 바다구경을 하면서 더 멋졌겠지만 창가는 이미 만석이더라고요 대신에 다른 테이블에 앉았는데 나쁘지 않았습니다 랍스티 1kg 짜리가 생각보다 많이 실하고 좋아요 그런데 집게 먹기가 조금 불편하더라고요 그래도 실해서 좋더라고요  장어가 조리가 되어서 와서 연기걱정 냄새 걱정은 안 하셔도 됩니다 장어보다는 랍스타가 맛있네요 예약하고 오면 아마도 창가자리에 앉을 수 있겠죠?? 예약하고 오시길 추천 드립니다 ^^ 식사는 알밥하고 라면 중 선택 가능 하다고 합니다,https://lh5.googleusercontent.com/p/AF1QipPeaPa53cld16yTB7cvbN2RKYXBBNSBCUNLxay0=w375-h563-p-k-no,5
1,"초절임 같은 밑 반찬은 대부분 직접 하신거라 말씀하신대로 깔끔하고, 맛 있었으나 메인 요리들은... 해신탕, 랍스타장어전복구이는 가격에 비해 내용물이 실하지 않았어요. 전복은 찾아보기도 힘들만큼 밑바닥 양파와 구분되지 않을만큼...ㅠㅜ
재료가 원래 비싸다지만... 다신 안 갈 듯!",https://lh5.googleusercontent.com/p/AF1QipOeqLjXMaHmKPJUFpBaGDyqRpP2-kcVpR7Yqh9l=w375-h563-p-k-no,3
2,"스태미너 푸드로 최고인 갯벌장어. 싱싱하고, 신선한 장어를 숯불에 구워서 줍니다. 잔반찬들이 맛나고, 장어질도 좋습니다. 2인 기준 10만원(1kg)",https://lh5.googleusercontent.com/p/AF1QipN4xTA1NXWYmpIf_n7jLiD-qgB-giXsdzRadtpi=w375-h281-p-k-no,5
2,"갯벌장어가 너무 맛있었고 사장님이 친절하게 해주셔서 좋았습니다~~
네이버로 예약하고 갈 수 있어서 편리하게 이용했네요^^
편하게 먹기만하다가 갔습니다.",https://lh5.googleusercontent.com/p/AF1QipMCKh2ZD2XL7XrOR0vVamjkb3YcG5LrseVp0MiA=w375-h563-p-k-no,4
2,"갯벌장어라지만 솔직히 일반인들은 갯벌인지 민물인지 잘 모르겠어요. 강화까지 오셨으니 갯벌드셔야지 하는 서빙이모님의 말에 얼렁뚱땅 갯벌구이를 시켰어요.
가격 사악합니다..맛은 그냥 우리가 시내에서 먹는 그 아는맛 ㅋㅋ",https://lh5.googleusercontent.com/p/AF1QipMCKh2ZD2XL7XrOR0vVamjkb3YcG5LrseVp0MiA=w375-h563-p-k-no,3
2,"민물장어가 부드럽긴한데 확실히 갯벌장어보다는 살짝 느끼함이 있네요 숯향이 베어서 맛있긴한데
바로 전주에 다른 장어집을 다녀온터라 더 비교되긴 하더라두요 ; 장어 주문하면 꼬리가 살아서 움직였는데 여기는 그러진 않더라구요ㅋ  숯불이라 계속 잘 보면서 구워줘야해요 안그럼 타요 ㅋ…",https://lh5.googleusercontent.com/p/AF1QipPx-UjwvhCu9896nW_3XuLc0jMUW1FPHM4fQP3A=w750-h563-p-k-no,3
2,강화도에 위치하고 있으며 갯벌장어로 스테미너  푸드로 최고ᆢ살도 통통하고 씹는 맛이 단연 먹어본 장어중에 최고였습니다. 양도 푸짐하고 가게도 깨끗하고 넖으며 숯불에 먹는 맛이 단연 일품ᆢ최고였습니다. 전국 5대 장어맛집으로 정식 인정받은곳이며 직접 구워주니까 더 맛있게 먹었습니다. 더운 날씨에 복분자와 함께 드시면 건강에도 좋을것이라 생각됩니다. 시원한 여름 보내세요,https://lh5.googleusercontent.com/p/AF1QipMihhjGOw-_c3WglvZve2nWqC3iQdTvVxrNdcpW=w375-h281-p-k-no,5
3,"밴댕이무침 민물장어 부드럽고 맛있어요.
곁들여 나오는 상차림도 찌종류가 있어서 느끼하지않게 먹을수있어 좋았어요.
어르신들도 많이 오시는걸 보니 첫방문 좋았어요.",https://lh5.googleusercontent.com/p/AF1QipMgTcU8ZQy2cZF7zuZWNAxAKzzxjBr3OP94UzEm=w375-h563-p-k-no,5
3,"태어나서 먹어본 장어 중 제일 맛있다
숯불향 적당하고 쫄깃한 식감에 간장 쏘스 최고
갯벌장어 꼭 드세요",https://lh5.googleusercontent.com/p/AF1QipPZ7kc7S5wOTHCO67raZIp7XwnUlbHF_xB31jgB=w750-h563-p-k-no,5
3,"맛도 좋고 써비스도 좋아요
주차장도 넒고...
연인이 아닌 가족과 함께 식사하기엔 장어 가격이 조금 부담스럽지만~~",https://lh5.googleusercontent.com/p/AF1QipN0ts7HMVwwf6Vg6tk4hbnFUEELeMb_ZMmSEfMm=w375-h281-p-k-no,4
3,"기본적으로나오는반찬들이 아주깔끔하고신선했고
맛있었다
메인메뉴인 갯벌장어또한 말할것도없이
매우 맛있었음",https://lh5.googleusercontent.com/p/AF1QipOBnCWxLWcgnrFLfkhwSvshAfPUyt-DFuxfX_Y0=w375-h281-p-k-no,5
3,친절하고 맛있음 같이간 캐나다 친구도 엄청좋아했음 단 50분안에 먹고 즐겨야했음,https://lh5.googleusercontent.com/p/AF1QipOnliZb1sW5hAtE8T7tmYw-fmdHylA26LOVw9wg=w750-h563-p-k-no,4
4,"진짜 대박적이네요, 자연과 어우러짐이
좋고 음식도 맛있습니다. 카페
이름은 드리우니 입니다",https://lh5.googleusercontent.com/p/AF1QipMZdxCKeV_ophQCfxWebu9A_7Hxos2YT0BLo_uo=w375-h281-p-k-no,5
