reivewId,content,image,star
0,"참 오랜만에 찾은 모녀떡볶이집..
맛은 여전하고 그대로네요..
떡볶이에 은은한 양파의 단맛이 많이 느껴지고 다른 떡볶이집들에 비해서 단맛이 좀 덜한게 이 집 떡볶이의 장점이고 참 좋아요..…",https://lh5.googleusercontent.com/p/AF1QipOAhPr-n1NFcvZ6f_Pe5JwumyXyDfLsZSzN7TVH=w375-h563-p-k-no,4
0,"맛집이지만 체계가 없어 먹기 힘든 분식집

음식: 떡볶이는 옛날 그맛. 짭쪼름하고 달고 추억에 젖는다! 만두도 갓 튀겨 따끈하고 가격도 착하다. 왜 많은 사람들이 찾는지 알 것 같은 맛…",https://lh5.googleusercontent.com/p/AF1QipMVRQneFiQzJztac9H2TD2MrGskLxu88zIKLvT8=w750-h563-p-k-no,2
0,부평에서 맛집...테이블에서 먹기는 힘들고 포장해서 먹어야 시간 절약이 됨..10년 단골이지만 항상 똑같이 맛있음~,https://lh5.googleusercontent.com/p/AF1QipNYHwr9KnLtSk-g9xDiFYUktyEAf75us-GF44Jq=w375-h281-p-k-no,5
0,떡볶이 튀김 정말 맛있어요 12시에 갔는데 순대는 다 떨어졌다고 하셔서 못먹었어요ㅠㅠ,https://lh5.googleusercontent.com/p/AF1QipN1vpCNFUi11-_9FEUaxFdz-rR9OiKiFX1dtzDd=w375-h563-p-k-no,5
0,"안먹어보면 모르겠지만, 먹어본 사람은 단골될 것 같은 곳입니다. 인천의 유명한 떡볶이집이라는 건 알고 있었는데, 이렇게 맛있다니요. 만두는 어렸을 때 많이 먹어본 당면만두인데, 달달하고 감칠맛 그득한 떡볶이 국물에 살짝 담갔다 먹으니 세상 부러울 게 없더라고요. 심지어 가격도 착합니다. 테이블은 몇 개 없지만 대부분 포장해가시더라고요. 정신 없이 바쁜데도 친절함이 배어 있으셔서 기분이 참 좋았습니다. 만두 네개만 시켰는데,…",https://lh5.googleusercontent.com/p/AF1QipPzElLn5dIBRtYYflNOdnyrlmQEYR0OKNyxyDjg=w375-h281-p-k-no,5
1,"건강한 한상 #오구당당 우렁쌈밥집🫶
메뉴선택은 언제나 맥락없이 이어진다. 청국장을 검색하다 이곳 된장찌개가 맛나보여 픽~ㅎㅎ
모든일은 생각처럼 흘러가지않는다. 하필 오늘은 된찌대신 미역국이 나옴🤣🤣🤣…",https://lh5.googleusercontent.com/p/AF1QipMTxJ-wcgI3f1zmQyGUSALoS5trXSvo4Wgqy_iZ=w375-h281-p-k-no,5
1,부평 최고의 음식집 중 하나입니다. 코로나 시기에도 줄을 서서 먹을정도면 어느정도인지 대충 예상 할 수 있겠죠? 제육에 우렁쌈장 기본반찬 넉넉하고 다양한 쌈 채소까지 가성비 또한 좋습니다. 다만 1인은 식사가 불가능한 점이 아쉽긴하네요. 가족단위 식사가 많고 공휴일 점심시간은 항상 대기가 있습니다. 기다려서 먹을만한 집입니다.,https://lh5.googleusercontent.com/p/AF1QipMzj3C_n7n6KiY8-AhLDvGXkb_wojvbPeBTu2Ww=w750-h563-p-k-no,5
1,"맛집이라서 일부러찾아갔는데, 정말 맛있네요.
매뉴구성이 너무 좋습니다.
쌈밥 주문하면, 계란찜에 된장찌개까지~!  풍성한 한끼를 먹을수 있습니다.…",https://lh5.googleusercontent.com/p/AF1QipP2sGrHvT5fy2pqbok-uPh1Rg4LtUHwgrDpjq0I=w375-h281-p-k-no,5
1,남녀노소 나이불문 모두가 즐길 수 있는 맛집입니다 다소 매울 순 있으니 주문시에 조절해달라고 할 거 같구요 밑반찬도 맛있습니다 특히 우렁이 쌈장이 다른 곳에서는 맛 볼 수 없는 특별함을 갖고 있어서 좋습니다! 쌈밥이 생각나면 다시 들리고 싶습니다,https://lh5.googleusercontent.com/p/AF1QipNiLA0VySSEHe_a-Nr0Mpjlu3oeofYwTP3v1Nv_=w375-h563-p-k-no,4
1,"저렴하고 가성비 좋은 쌈밥
쌈은 물론 리필됨
대기하고 먹었는데
이정도 까지 기다려서 먹을맛은 아니라고 생각함",https://lh5.googleusercontent.com/p/AF1QipOMbH9705slk8-NvDi_UNnxKqHvVw2knoo28bA7=w375-h281-p-k-no,4
