reivewId,content,image,star
0,"이집은 도대체  뭔가요
시설도 써비스도  맛도 아님.  설농탕믜 내용물들도 완전 부스러기에 김치,깍두기 조차도 완전 초국이라 먹을 수 없네요
손님들이 포장도 많이 해 가는데  진짜 이해가 안됨",https://lh5.googleusercontent.com/p/AF1QipMvCRqNjG4nK3Rqd6KEdTNDozj8IRdJsvOakFXZ=w375-h563-p-k-no,1
0,"1. 양
남자가 먹기는 조금 적은편…",https://lh5.googleusercontent.com/p/AF1QipMr5HN13UcjvPPuBo1zhHyIFV91fv50BpMmFvAb=w375-h281-p-k-no,5
0,"처음엔 음 뭐지 했는데 먹다 보니 싹 비웠네요
해장국 든든한 한 끼.",https://lh5.googleusercontent.com/p/AF1QipMIMlLZ-n99SiNsUJPgFA61aaFIyF7MPKhmWMOd=w375-h281-p-k-no,4
0,해장국집! 전부터 한번 와보고 싶었는데 시간이 안 맞아서 이제야 방문을 하게되었습니다. 이 곳은 특이하게 메뉴가 시간대별로 단일메뉴로 되어 있습니다. 07시부터 10시30분까지는 해장국을 10시30분부터 15시까지는 설렁탕을 팔고 있습니다. 저는 해장국을 먹어보고 싶어서 오전에 일찍 왔어요. 들어가는데 몇명인지 확인 후 짧은 시간안에 해장국이 나옵니다. 통일된 메뉴로 사람수만 확인하면 되는 것이 단일메뉴의 장점이려나요. 반찬은…,https://lh5.googleusercontent.com/p/AF1QipPS06EWXpfSCgYPjD742Vks2Jm9a9TNUO21cjl0=w375-h281-p-k-no,5
0,저는 개인적으로 뜨겁게 국밥을 먹는 스타일인데 뜨겁지않아서 금방 식더라고요  그래서 별4개입니다. 주차장 따로 없습니다.,https://lh5.googleusercontent.com/p/AF1QipMQpe3I9_MRFunw5EpGqxvG_b3FMdF55fVUnTdN=w750-h563-p-k-no,4
1,"짬뽕이나 짜장도 괜찮았던. 다만 짬뽕의 홈볼트 오징어를 빼면 별 다섯 개. 탕슉이 맛있었던. 찍먹, 부먹이 중요한 것이 아니라 탕슉 자체가 맛있어야 함을 보여주는 집. 맛있다. 짬뽕의 홈볼트 오징어 때문에 별 네 개.",https://lh5.googleusercontent.com/p/AF1QipN_2nlplhOPxAN4GuV4WEgGkq3vgFTMnN86g79u=w375-h281-p-k-no,4
1,"용화반점 사장님 동생께서 운영하시는 화상 중국집으로 단골층이 두텁다. 평소 즐겨보는 음식 프로그램, ‘식객 허영만의 백반기행’에는 백짬뽕으로 소개되기도 했다.…",https://lh5.googleusercontent.com/p/AF1QipNwqXGO-AjjAuyWNV2aSr6Ty58rseL8pvITjT2g=w375-h563-p-k-no,4
1,추억의 간짜장 추천 백짬뽕 탕슉 맛있고요 짬뽕 볶음밥은 보통입니다. 입맛따라 호불호 갈릴듯한 맛. 요즘 중식 트렌드 처럼 자극적이지 않습니다,https://lh5.googleusercontent.com/p/AF1QipNwqXGO-AjjAuyWNV2aSr6Ty58rseL8pvITjT2g=w375-h563-p-k-no,5
1,"가서 먹어 보면 됨.
하지만 요세 시중에 있는 닭육수 쓰고 달달하게 만드는 그런집은 아님. 어르신들이 좋아 하실 만한 집.....
면은 기계면이지만 좀 가늘게 뽑아 주십니다.
삼선 볶음밥도 아주 훌륭 합니다.",https://lh5.googleusercontent.com/p/AF1QipOiPQAeYSJp0lbxo8NEhQqHLKEkEb5nfjTzxB-J=w375-h281-p-k-no,5
1,중국집음식치고안짜고안느끼해요원래삼선짬뽕먹는데오늘은백짬뽕먹었어요.볶음밥도안느끼하고짬뽕국물같이살짝뿌려먹으면칼칼하고맛있어요!,https://lh5.googleusercontent.com/p/AF1QipM33gH_-JgIW6t1JFScEtvWRuAMBc9vxRvwZ4BD=w375-h281-p-k-no,5
