reivewId,content,image,star
0,"오랜만에 갔는데...확장도 하고 주차장도 확보가 되어 좋아보였다.
코스 4.5만원, 요리들이 간이 아주 세지도 않고 덜 베이지도 않아서 맛이 좋았다.
처음 먹어보는 망고중하(망고소스 새우요리)는 크림새우와는 또 다른 맛인데 망고소스의 달콤함에 통통한 새우살이 더해져 인상깊은 맛이었다.…",https://lh5.googleusercontent.com/p/AF1QipNrl63VLb1HvnfmF0KVbOIYOuQenbnnIWOF2Saq=w375-h563-p-k-no,4
0,"전반적으로 음식은 나쁘지 않지만
기대에 비해서 조금 아쉬웠었어요
탕수육 소스에 방울토마토 굉장히 매력적이었고…",https://lh5.googleusercontent.com/p/AF1QipPLh_waGLEr-qYdBU5kKYKKcXtBsOyzOJ6AKsqd=w375-h281-p-k-no,3
0,"맛있었습니다. 다만 가격에비한다면 그렇게 대단한 맛은 아니었습니다.
탕수육 맛있어요",https://lh5.googleusercontent.com/p/AF1QipNEzCadF50urzHLk1by5Y1LggPAQiRbvAp9ziS0=w375-h281-p-k-no,3
0,"짜장면은 괜찮았는데, 삼성짬뽕밥이 볶아서 만드는것 같지는 않은 불이 다은 느낌은 없네요.",https://lh5.googleusercontent.com/p/AF1QipMZZMUxsLsccRrZvwH-cDH-8PVckIvGQYztVNMT=w375-h563-p-k-no,3
0,꿔바로우가 가장 맛있고 다른 메뉴들도 무난히 맛있었다. 사진은 없지만 삼선짬뽕도 먹었는데 그저 그랬다. 국물이 별로 시원하지 않았음,https://lh5.googleusercontent.com/p/AF1QipODXPraDfMlg28NK2jAeqzaJJUNadD6eNYAPX0D=w375-h563-p-k-no,4
1,"숯불갈비 먹었는데 평일이어도 늘 붐비는
곳인데 오늘따라 홀써빙 직원이 적어서
서빙이 좀 늦어졌어요. 그래도 친절하게
부탁드리는 서비스 해주셔서 잘먹고 왔습니다",https://lh5.googleusercontent.com/p/AF1QipOAS_YkB4zsooN6PmjZJbuWJtIOwP3GaeTHoh_0=w375-h281-p-k-no,4
1,"맛도 좋고 분위기나 시설
전담해주시는 직원분도, 부담스러울 정도로 잘 해주십니다ㅎㅎㅎ
친절하지 않은 가격빼곤 누가 사주거나 회사돈으로 먹어치우기 최고인 장소입니다.",https://lh5.googleusercontent.com/p/AF1QipNmn1QS4g6QV5mhvQn2u6_KGJtnXjoOjOObHFy1=w375-h281-p-k-no,4
1,"맛으로만 보자면 가히 만족스러운 곳입니다. 육질도 부드럽고, 적당히 단 양념. 특히 함께 먹는 돌솥밥운 꼭 맛봐야하는 메뉴. 서비스는 조금 아쉽습니다.",https://lh5.googleusercontent.com/p/AF1QipM4qY290_bgE0edb4j4U_060l7kR6VxvpLi1YEZ=w375-h281-p-k-no,4
1,직원분들이 매우 친절합니다. 사람들이 많은데도 잘 챙겨주시네요.,https://lh5.googleusercontent.com/p/AF1QipOPZhgXlUyhPhO70P7LfWVWIJe-Jy4hMQsmf26F=w375-h281-p-k-no,4
1,가격이 싼곳이 아닌데 고기집에서 쌈채소를 달래야주는곳은 처음입니다.바쁜토요일저녁시간에 예약후 방문했어요.추가주문시 주문은 받아가시고 한참있다주시거나 주문이 안들어가서 취소한 메뉴가 생깁니다.재방문의사 절대 없네요.,https://lh5.googleusercontent.com/p/AF1QipOkGWQsFjSNnht6EwvMjbpRqNfxM3QgsV7dYCiQ=w750-h563-p-k-no,2
